id_dataset	code_secteur	code_site	date_visite	Annee	Mois	Jour	observateurs	condition_prospection	genre_espece	code_espece	techn_observation	statut_observation	nb_ep_tot	nb_ep_w	nb_ep_dnf	nb_ep_df
85	J25	J25-048	22/04/2011	2011	4	22	BTS_GPN_Suscinio	moyen	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-057	22/04/2011	2011	4	22	BTS_GPN_Suscinio	moyen	Lutra_lutra	Lut_lut	Empreintes	0	0	0	0	0
85	J25	J25-046	22/04/2011	2011	4	22	BTS_GPN_Suscinio	moyen	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-022	22/04/2011	2011	4	22	BTS_GPN_Suscinio	moyen	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	0	0	0	0
85	J25	J25-044	22/04/2011	2011	4	22	BTS_GPN_Suscinio	moyen	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	2	0	1	1
85	J25	J25-055	22/04/2011	2011	4	22	BTS_GPN_Suscinio	moyen	Lutra_lutra	Lut_lut	Empreintes	0	0	0	0	0
85	J25	J25-056	22/04/2011	2011	4	22	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-047	22/04/2011	2011	4	22	BTS_GPN_Suscinio	moyen	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	3	0	0	3
85	J25	J25-058	22/04/2011	2011	4	22	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-053	22/04/2011	2011	4	22	BTS_GPN_Suscinio	moyen	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	FR5300006	N06-031	22/04/2011	2011	4	22	BTS_GPN_Suscinio	moyen	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-049	22/04/2011	2011	4	22	BTS_GPN_Suscinio	moyen	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-023	22/04/2011	2011	4	22	BTS_GPN_Suscinio	moyen	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	0	0	0	0
85	J25	J25-030	22/04/2011	2011	4	22	BTS_GPN_Suscinio	moyen	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	1	0	0
85	J25	J25-045	11/04/2011	2011	4	11	BTS_GPN_Suscinio	moyen	Lutra_lutra	Lut_lut	Empreintes_et_feces	1	3	1	2	0
85	J25	J25-007	22/04/2011	2011	4	22	BTS_GPN_Suscinio	moyen	Lutra_lutra	Lut_lut	Empreintes_et_feces	1	4	2	2	0
85	J25	J25-005	22/04/2011	2011	4	22	ABADIE_LÃ©a_BTS_GPN_ Suscinio	moyen	Lutra_lutra	Lut_lut	Empreintes_et_feces	1	4	2	2	0
72	FR5300006	N06-012	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	2	0	2	0
72	FR5300006	N06-057	08/02/2012	2012	2	8	GALLAIS_Mathias_QUÃ‰AU_Solenn_SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	10	0	0	10
72	FR5300006	N06-073	10/02/2012	2012	2	10	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	0	0	1
72	FR5300006	N06-081	22/02/2012	2012	2	22	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	3	0	2	1
72	FR5300006	N06-081	22/02/2012	2012	2	22	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Empreintes	1	1	0	1	0
72	FR5300006	N06-109	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	8	0	1	7
72	FR5300006	N06-112	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	0	1	0
72	FR5300006	N06-113	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Empreintes	1	2	0	1	1
72	FR5300006	N06-115	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	2	0	1	1
72	FR5300006	N06-116	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Empreintes	1	0	0	0	0
72	FR5300006	N06-118	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	3	0	1	2
72	FR5300006	N06-122	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	2	0	2	0
72	FR5300006	N06-133	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	2	0	2	0
72	FR5300006	N06-134	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	2	0	2	0
72	FR5300006	N06-139	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	12	0	1	11
72	FR5300006	N06-141	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	0	0	1
72	FR5300006	N06-145	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	10	0	2	8
72	FR5300006	N06-147	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	5	0	2	3
72	FR5300006	N06-148	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	5	0	0	5
72	FR5300006	N06-151	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	0	1	0
72	FR5300006	N06-154	16/05/2012	2012	5	16	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	0	1	0
72	FR5300006	N06-156	16/05/2012	2012	5	16	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	0	1	0
72	FR5300006	N06-157	16/05/2012	2012	5	16	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	0	1	0
72	FR5300006	N06-163	16/05/2012	2012	5	16	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	0	1	0
72	FR5300006	N06-166	16/05/2012	2012	5	16	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	0	0	0	0
72	FR5300006	N06-025	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	2	0	0	2
72	FR5300006	N06-041	16/01/2012	2012	1	16	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	3	0	1	2
72	FR5300006	N06-042	16/01/2012	2012	1	16	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	0	1	0
72	FR5300006	N06-045	08/02/2012	2012	2	8	GALLAIS_Mathias_QUÃ‰AU_Solenn_SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	0	0	1
72	FR5300006	N06-117	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	NA	0	0	0	0	0
72	FR5300006	N06-126	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	NA	0	0	0	0	0
72	FR5300006	N06-128	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	NA	0	0	0	0	0
72	FR5300006	N06-170	25/05/2012	2012	5	25	SIMONNET_Franck	mauvais	Lutra_lutra	Lut_lut	NA	0	0	0	0	0
72	FR5300006	N06-175	16/01/2012	2012	1	16	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	NA	0	0	0	0	0
72	FR5300006	N06-043	08/02/2012	2012	2	8	GALLAIS_Mathias_QUÃ‰AU_Solenn_SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	NA	0	0	0	0	0
72	FR5300006	N06-054	08/02/2012	2012	2	8	GALLAIS_Mathias_QUÃ‰AU_Solenn_SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	NA	0	0	0	0	0
72	FR5300006	N06-072	10/02/2012	2012	2	10	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	NA	0	0	0	0	0
72	FR5300006	N06-161	16/05/2012	2012	5	16	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	NA	0	0	0	0	0
85	J25	J25-006	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-007	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-023	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	0	1	0
85	J25	J25-002	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-004	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-017	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-018	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	0	1	0
85	J25	J25-019	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-020	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-021	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-027	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-033	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-034	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-036	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-037	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-039	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	3	0	1	2
85	J25	J25-040	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-041	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-001	13/03/2012	2012	3	13	BTS_GPN_Suscinio	moyen	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-003	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-024	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-025	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-026	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-029	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-030	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-032	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	0	0	0	0	0
85	J25	J25-038	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	0	0	1
85	J25	J25-035	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Empreintes	0	0	0	0	0
72	FR5300006	N06-001	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	2	1	1	0
72	FR5300006	N06-012	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	2	1	1	0
72	FR5300006	N06-031	08/02/2012	2012	2	8	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	7	1	4	2
72	FR5300006	N06-047	08/02/2012	2012	2	8	GALLAIS_Mathias_QUÃ‰AU_Solenn_SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	4	1	1	2
72	FR5300006	N06-049	08/02/2012	2012	2	8	GALLAIS_Mathias_QUÃ‰AU_Solenn_SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	7	1	2	4
72	FR5300006	N06-061	10/02/2012	2012	2	10	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	1	0	0
72	FR5300006	N06-076	22/02/2012	2012	2	22	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	2	1	0	1
72	FR5300006	N06-085	22/02/2012	2012	2	22	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	1	0	0
72	FR5300006	N06-096	22/02/2012	2012	2	22	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	3	1	2	0
72	FR5300006	N06-119	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	1	0	0
72	FR5300006	N06-127	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Empreintes	1	7	1	4	2
72	FR5300006	N06-135	28/02/2012	2012	2	28	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	3	1	1	1
72	FR5300006	N06-015	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	2	1	1	0
72	FR5300006	N06-029	16/01/2012	2012	1	16	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	4	1	2	1
72	FR5300006	N06-030	16/01/2012	2012	1	16	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	1	1	0	0
72	FR5300006	N06-032	16/01/2012	2012	1	16	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Empreintes	1	7	1	4	2
85	J25	J25-022	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	2	1	1	0
72	FR5300006	N06-063	10/02/2012	2012	2	10	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	4	2	0	2
72	FR5300006	N06-100	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	6	2	0	4
72	FR5300006	N06-012	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	12	3	6	3
72	FR5300006	N06-060	08/02/2012	2012	2	8	GALLAIS_Mathias_QUÃ‰AU_Solenn_SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	7	3	2	2
72	FR5300006	N06-007	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	12	3	6	3
85	J25	J25-031	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	3	3	0	0
85	J25	J25-005	13/03/2012	2012	3	13	BTS_GPN_Suscinio	NA	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	5	4	0	1
72	FR5300006	N06-012	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	25	5	10	10
72	FR5300006	N06-008	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Lutra_lutra	Lut_lut	Feces_Guano_Epreintes	1	5	5	0	0
72	FR5300006	N06-012	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Mustela_putorius	Mus_put	Feces_Guano_Epreintes	1	NA	NA	NA	NA
72	FR5300006	N06-012	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Myocastor_coypus	Myo_coy	Empreintes	1	NA	NA	NA	NA
72	FR5300006	N06-012	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Mustela_putorius	Mus_put	Feces_Guano_Epreintes	1	NA	NA	NA	NA
72	FR5300006	N06-012	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Myocastor_coypus	Myo_coy	Feces_Guano_Epreintes	1	NA	NA	NA	NA
72	FR5300006	N06-012	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Vulpes_vulpes	Vul_vul	Feces_Guano_Epreintes	1	NA	NA	NA	NA
72	FR5300006	N06-012	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Talpa_europaea	Tal_eur	Galerie_terrier	1	NA	NA	NA	NA
72	FR5300006	N06-012	13/01/2012	2012	1	13	SIMONNET_Franck	bon	Arvicola_lacepede	Arv_lac	Galerie_terrier	1	NA	NA	NA	NA
72	FR5300006	N06-031	08/02/2012	2012	2	8	SIMONNET_Franck	bon	Myocastor_coypus	Myo_coy	Empreintes	1	NA	NA	NA	NA
72	FR5300006	N06-031	08/02/2012	2012	2	8	SIMONNET_Franck	bon	Mustela_vison	Mus_vis	Empreintes	1	NA	NA	NA	NA
72	FR5300006	N06-031	08/02/2012	2012	2	8	SIMONNET_Franck	bon	Talpa_europaea	Tal_eur	Galerie_terrier	1	NA	NA	NA	NA
72	FR5300006	N06-031	08/02/2012	2012	2	8	SIMONNET_Franck	bon	Vulpes_vulpes	Vul_vul	Empreintes	1	NA	NA	NA	NA
72	FR5300006	N06-057	08/02/2012	2012	2	8	GALLAIS_Mathias_QUÃ‰AU_Solenn_SIMONNET_Franck	bon	Talpa_europaea	Tal_eur	Galerie_terrier	1	NA	NA	NA	NA
72	FR5300006	N06-076	22/02/2012	2012	2	22	SIMONNET_Franck	bon	Talpa_europaea	Tal_eur	Galerie_terrier	1	NA	NA	NA	NA
72	FR5300006	N06-081	22/02/2012	2012	2	22	SIMONNET_Franck	bon	Myocastor_coypus	Myo_coy	Indices_de_presence_divers	1	NA	NA	NA	NA
72	FR5300006	N06-081	22/02/2012	2012	2	22	SIMONNET_Franck	bon	Myocastor_coypus	Myo_coy	Empreintes	1	NA	NA	NA	NA
72	FR5300006	N06-096	22/02/2012	2012	2	22	SIMONNET_Franck	bon	Myocastor_coypus	Myo_coy	Indices_de_presence_divers	1	NA	NA	NA	NA
72	FR5300006	N06-096	22/02/2012	2012	2	22	SIMONNET_Franck	bon	Rattus_norvegicus	Rat_nor	Indices_de_presence_divers	1	NA	NA	NA	NA
72	FR5300006	N06-096	22/02/2012	2012	2	22	SIMONNET_Franck	bon	Talpa_europaea	Tal_eur	Galerie_terrier	1	NA	NA	NA	NA
72	FR5300006	N06-096	22/02/2012	2012	2	22	SIMONNET_Franck	bon	Capreolus_capreolus	Cap_cap	Empreintes	1	NA	NA	NA	NA
72	FR5300006	N06-100	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Rattus_norvegicus	Rat_nor	Indices_de_presence_divers	1	NA	NA	NA	NA
72	FR5300006	N06-109	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Talpa_europaea	Tal_eur	Galerie_terrier	1	NA	NA	NA	NA
72	FR5300006	N06-109	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Rattus_norvegicus	Rat_nor	Indices_de_presence_divers	1	NA	NA	NA	NA
72	FR5300006	N06-113	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Capreolus_capreolus	Cap_cap	Empreintes	1	NA	NA	NA	NA
72	FR5300006	N06-113	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Talpa_europaea	Tal_eur	Galerie_terrier	1	NA	NA	NA	NA
72	FR5300006	N06-113	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Arvicola_sapidus	Arv_sap	Feces_Guano_Epreintes	1	NA	NA	NA	NA
72	FR5300006	N06-113	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Myocastor_coypus	Myo_coy	Feces_Guano_Epreintes	1	NA	NA	NA	NA
72	FR5300006	N06-113	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Rattus_norvegicus	Rat_nor	Indices_de_presence_divers	1	NA	NA	NA	NA
72	FR5300006	N06-113	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Arvicola_lacepede	Arv_lac	Coulee	1	NA	NA	NA	NA
72	FR5300006	N06-115	28/02/2012	2012	2	28	RACINE_Antoine_SIMONNET_Franck	bon	Talpa_europaea	Tal_eur	Galerie_terrier	1	NA	NA	NA	NA
